driver_id,name,phone,city_id,join_date,license_number,vehicle_id,linked_user_id,rating,total_rides_completed,is_active,background_check_status,weekly_hours_online,acceptance_rate,cancellation_rate
DRV00597,Yashasvi Manda,7895676836,HYD,2022-11-17,UN8270736319,VEH00597,,4.2,480,1,Verified,63.1,86.6,11.3
DRV00598,Harita Vasa,2131166946,DEL,2025-12-29,YL7189251244,VEH00598,USR001965,5.0,153,1,Verified,33.0,79.4,1.5
DRV00599,Samaksh Barad,1900660604,MUM,2022-08-25,BX5764416850,VEH00599,,4.26,1663,1,Verified,27.6,74.6,13.2
DRV00600,Riya Roy,1300352108,PUNE,2022-03-27,WZ8633677370,VEH00600,,4.55,504,1,Verified,44.4,83.7,6.8
DRV00601,Upkaar Palan,1215369376,CHN,2023-10-24,QR4786169427,VEH00601,,3.74,881,1,Verified,37.4,80.6,14.6
DRV00602,Januja Goda,0297157785,LKO,2022-04-06,QS3686142733,VEH00602,,3.89,1650,1,Verified,45.1,98.0,13.2
DRV00603,Dominic Salvi,1455309896,CHN,2026-05-18,YN2938335994,VEH00603,,4.34,499,1,Verified,12.6,76.8,2.4
DRV00604,Indrajit Gala,3004043018,CHN,2023-01-07,JU9142039786,VEH00604,,4.55,512,1,Verified,37.7,85.1,4.3
DRV00605,Janaki Lala,5663147575,LKO,2020-12-23,ZF8353427169,VEH00605,,3.62,1013,1,Verified,46.7,91.4,3.5
DRV00606,Gavin Ratta,5123788253,PUNE,2024-08-31,BI3603505001,VEH00606,,4.35,768,1,Verified,42.3,92.3,5.2
DRV00607,Tanmayi Tara,2493756654,PUNE,2025-03-14,HH7206261938,VEH00607,,4.36,1165,1,,29.2,91.6,13.7
DRV00608,Gunbir Nath,7831798742,DEL,2021-08-28,YN2783347266,VEH00608,,3.7,412,1,Verified,60.4,91.7,7.9
DRV00609,Yauvani Chaudhuri,6393537044,BLR,2024-03-05,EC9407744136,VEH00609,,4.99,994,1,Verified,40.8,83.3,1.7
DRV00610,Hredhaan Karnik,6264231788,DEL,2023-09-10,DM3760590154,VEH00610,,4.55,509,1,Verified,56.6,86.3,14.7
DRV00611,Zashil Modi,0702545077,KOL,2026-06-14,HV8945549879,VEH00611,,5.0,1405,1,Verified,45.1,98.4,3.5
DRV00612,Fitan Chaudhuri,8671200720,KOL,2023-06-17,GA7987671319,VEH00612,USR000755,5.0,405,1,Verified,44.2,82.3,8.4
DRV00613,Abhimanyu Tank,7804851750,LKO,2024-11-02,CR4355255347,VEH00613,,3.79,752,1,Pending,40.1,94.2,6.7
DRV00614,Udant Lanka,2657891832,LKO,2022-07-16,AT9742940666,VEH00614,,4.39,235,1,Verified,57.7,86.1,11.6
DRV00615,Leela Yohannan,5706071748,MUM,2023-03-05,BQ5825467159,VEH00615,USR000719,4.26,449,1,Verified,60.4,79.3,12.7
DRV00616,Odika Singh,1004255784,MUM,2026-03-06,CR4162571076,VEH00616,,3.79,885,1,Verified,63.7,79.7,7.7
DRV00617,Zayan Mutti,6966606518,KOL,2021-04-07,WC0299502275,VEH00617,,4.32,673,1,Verified,39.3,80.7,13.7
DRV00618,Rajata Sandhu,0803877677,CHN,2024-08-18,HS4840289846,VEH00618,,5.0,1124,1,Verified,38.9,92.3,4.1
DRV00619,Noah Wable,2895627154,AMD,2024-06-29,FG6281080342,VEH00619,,3.68,905,1,,61.5,86.8,9.2
DRV00620,Priya Dey,0387645498,MUM,2024-08-23,WJ4868569782,VEH00620,,3.03,517,1,Pending,53.6,70.9,11.8
DRV00621,Alexander Jain,9267313466,AMD,2020-10-22,PX8243025846,VEH00621,,4.06,361,1,Verified,51.7,97.9,13.8
DRV00622,Rudra Ganesan,4651356396,CHN,2022-01-13,PZ3508533700,VEH00622,,4.48,740,1,Verified,44.6,76.1,1.1
DRV00623,Saumya Ahuja,1702471237,BLR,2023-07-26,YP3241371982,VEH00623,,3.85,516,1,Verified,36.8,87.5,2.0
DRV00624,Kamya Saha,3577778592,KOL,2021-05-12,DA5316905946,VEH00624,USR002246,4.51,1110,1,Verified,39.6,84.8,13.8
DRV00625,Leela Grewal,3226406029,PUNE,2023-07-12,EV2782001036,VEH00625,,4.16,1027,1,Verified,54.4,71.4,14.2
DRV00626,Triya Madan,9830878847,PUNE,2021-12-25,GC4652973368,VEH00626,USR002181,4.39,208,1,Verified,56.0,84.7,7.4
DRV00627,Irya Varghese,1449922235,JAI,2022-05-01,AF1992935852,VEH00627,,4.1,282,1,Verified,45.3,76.5,3.5
DRV00628,Wahab Kapoor,8125980942,PUNE,2022-07-07,KJ3253443579,VEH00628,,4.02,235,1,Verified,66.7,86.3,7.2
DRV00629,Ati Parikh,3569990885,AMD,2024-12-08,VF4600117696,VEH00629,,4.25,1159,0,Verified,32.1,81.7,5.4
DRV00630,Jacob Ahluwalia,4086153904,AMD,2023-05-30,SF1945327453,VEH00630,,4.72,1436,0,Verified,54.2,86.4,4.5
DRV00631,Siya Chawla,2859280288,KOL,2022-03-17,FU8388644333,VEH00631,,4.89,889,1,Verified,28.9,94.3,0.0
DRV00632,Zayan Bajwa,7037332798,AMD,2025-01-12,UM5045490465,VEH00632,,5.0,514,1,Verified,58.5,77.3,0.5
DRV00633,Ekalinga Kota,5425632674,JAI,2023-08-26,AU1963549199,VEH00633,,4.84,790,1,Verified,29.6,92.8,4.3
DRV00634,Daniel Luthra,7796319946,LKO,2023-11-04,SX3595119273,VEH00634,USR002180,4.21,551,1,Verified,24.1,72.2,14.5
DRV00635,Simon Randhawa,8571577110,MUM,2021-06-30,LE1704932901,VEH00635,,4.24,691,1,Verified,27.0,85.9,11.0
DRV00636,Ridhi Hayre,7895392315,MUM,2023-11-10,YV9039172214,VEH00636,,4.13,310,1,Verified,54.2,97.5,6.6
DRV00637,Vasana Sule,6854423006,MUM,2024-12-11,QF6242649588,VEH00637,,4.54,627,1,Verified,55.0,95.7,6.3
DRV00638,Peter Prabhakar,4996415922,KOL,2026-01-08,TR6055151030,VEH00638,,3.91,891,1,Verified,47.2,89.8,6.2
DRV00639,Falan Sarma,3806173203,JAI,2026-04-05,ON6839002833,VEH00639,,5.0,590,1,Verified,39.8,84.1,13.5
DRV00640,Ishita Tara,7632724680,MUM,2025-01-18,VN4328361858,VEH00640,,4.94,232,0,,25.7,89.3,13.4
DRV00641,Manya Sarin,0036209360,HYD,2025-04-07,PP5216904589,VEH00641,,4.1,810,1,Verified,47.1,71.6,3.8
DRV00642,Yashodhara Nair,6350921826,BLR,2022-02-10,BI7743220062,VEH00642,,3.88,1235,1,Verified,46.8,71.3,6.6
DRV00643,Manthan Padmanabhan,0276571599,CHN,2020-10-16,FP6818494548,VEH00643,,4.1,836,1,Verified,52.8,90.8,1.9
DRV00644,Oeshi Tara,2886665872,BLR,2024-09-22,MY2127203628,VEH00644,,4.31,806,1,Verified,59.2,76.3,1.3
DRV00645,Ishita Lal,5744400986,JAI,2023-06-24,GD0716839882,VEH00645,,4.42,1586,1,Verified,62.2,72.0,4.3
DRV00646,Sai Halder,9986658060,LKO,2021-04-19,EN3017594946,VEH00646,,4.32,267,1,Verified,61.0,76.7,6.5
DRV00647,Qadim Chad,7624131452,PUNE,2022-11-12,OX3966705237,VEH00647,,5.0,654,0,Verified,59.8,90.7,12.2
DRV00648,Ijaya Dass,7353852672,DEL,2025-05-31,WV5554939059,VEH00648,,4.15,708,1,Verified,47.2,74.9,0.3
DRV00649,Yashodhara Krishnamurthy,8975912764,AMD,2021-08-27,FT0344436779,VEH00649,,4.47,614,1,Pending,68.3,85.8,9.9
DRV00650,Qarin Dhar,6540665582,JAI,2022-12-31,UG3788687353,VEH00650,,4.14,1179,1,Verified,28.6,98.5,11.8
DRV00651,Vivaan Buch,8785458788,LKO,2026-06-09,KG9858991773,VEH00651,,5.0,367,1,Verified,49.6,70.7,1.3
DRV00652,Varenya Subramanian,8579865898,CHN,2025-03-03,UH4100189431,VEH00652,,4.86,1381,1,Verified,66.3,86.4,6.0
DRV00653,Nathan Lal,1840952928,MUM,2024-11-25,WX6436152854,VEH00653,,4.47,984,1,Verified,59.7,76.2,1.2
DRV00654,Dayita Thakur,5364022352,DEL,2024-07-31,CT2225894726,VEH00654,,4.2,1228,1,Rejected,35.4,92.8,10.7
DRV00655,Lavanya Yogi,7043777990,AMD,2021-11-30,SN6437714914,VEH00655,,3.92,1006,1,Pending,23.8,86.8,13.6
DRV00656,Jackson Bahl,4274141517,HYD,2024-03-31,ZZ6655160956,VEH00656,,4.9,105,1,Verified,52.8,84.4,13.4
DRV00657,Sarthak Viswanathan,1099903036,MUM,2026-03-16,JK6334573604,VEH00657,,4.37,339,0,Verified,53.6,85.0,2.7
DRV00658,Zansi Radhakrishnan,4695678691,CHN,2022-09-03,OH0141187517,VEH00658,,4.02,467,1,Rejected,21.6,96.5,12.5
DRV00659,Zinal Koshy,9808704059,DEL,2020-08-04,EO5024386450,VEH00659,,4.72,1104,0,Verified,29.3,95.2,11.1
DRV00660,Sara Sibal,4038668038,JAI,2023-05-17,SB2132620270,VEH00660,,4.32,657,1,Verified,54.4,82.1,8.7
DRV00661,Om Magar,4878425604,PUNE,2023-11-05,VL6199443362,VEH00661,,4.61,771,0,Verified,49.2,80.6,2.0
DRV00662,Harinakshi Madan,3238188013,DEL,2025-07-08,DL6763982757,VEH00662,,4.7,471,1,Pending,25.1,84.8,5.5
DRV00663,Udarsh Oza,4552427181,AMD,2025-11-12,BH8315542831,VEH00663,,4.55,1200,1,Verified,23.2,92.6,1.4
DRV00664,Bakhshi Dyal,7944342776,BLR,2021-08-20,HR6144600161,VEH00664,,4.34,465,1,Verified,51.2,89.7,3.2
DRV00665,Gaurangi Gole,3676865798,DEL,2022-07-31,XX2850053642,VEH00665,,4.13,2075,1,Rejected,53.7,83.1,0.3
DRV00666,Ronith Goswami,0851274983,KOL,2022-03-22,OQ6250481604,VEH00666,,4.55,110,1,Verified,38.7,89.3,6.1
DRV00667,Yuvraj Lanka,8421702851,LKO,2026-05-17,RU5889368988,VEH00667,USR000877,3.99,612,1,,45.6,92.7,14.4
DRV00668,Jeevika Ravi,9768201903,MUM,2025-08-13,YO2408136917,VEH00668,,4.1,530,1,Verified,60.5,88.1,13.0
DRV00669,Gautami Bhatia,6024760517,PUNE,2024-03-18,WR1893846747,VEH00669,,4.6,1195,1,Verified,59.4,92.7,12.4
DRV00670,Triveni Varty,8828568968,HYD,2020-07-01,ZS5402601534,VEH00670,,4.21,726,1,Verified,56.2,85.9,4.5
DRV00671,Ubika Maharaj,3128006135,LKO,2021-10-31,YL8770012096,VEH00671,,4.01,461,1,Verified,44.2,81.1,12.9
DRV00672,Rachita Lal,7367453604,AMD,2021-03-04,AF7986498667,VEH00672,,3.48,797,1,Pending,24.4,82.1,5.8
DRV00673,Yamini Saini,5289732192,HYD,2025-09-06,IG2093392856,VEH00673,,5.0,376,1,Verified,36.4,71.6,4.8
DRV00674,Ekantika Magar,3169413044,LKO,2024-09-11,IF4085201651,VEH00674,,3.68,707,0,Rejected,40.0,77.1,11.4
DRV00675,Xiti Thakkar,2691365881,KOL,2022-12-06,KY8560730475,VEH00675,,4.23,758,1,Verified,42.5,74.0,11.9
DRV00676,Gaurav Tank,4208223465,HYD,2020-06-04,NU3022549698,VEH00676,,4.23,542,0,Verified,71.9,74.0,7.1
DRV00677,Mitesh Talwar,9741022712,HYD,2020-11-29,GF3786835875,VEH00677,,2.99,313,1,Pending,23.1,91.3,8.3
DRV00678,Tamanna Bhargava,1687920874,BLR,2025-08-30,VM6623295874,VEH00678,,4.32,1282,0,Verified,40.2,74.8,14.2
DRV00679,Ekansh Baral,3253095246,MUM,2022-07-06,SY5814815619,VEH00679,,5.0,596,0,Verified,48.5,70.7,4.2
DRV00680,Pushti Soman,5816293048,JAI,2024-09-11,AW0296497585,VEH00680,,4.78,361,1,,65.5,79.1,2.4
DRV00681,Girindra Ranganathan,0288285167,JAI,2021-05-17,DA4928658414,VEH00681,,4.76,784,1,Verified,26.7,96.5,7.5
DRV00682,Nitara Hayer,8586841519,MUM,2021-01-09,NY4847810929,VEH00682,,3.99,819,1,Verified,47.8,70.2,14.0
DRV00683,Wriddhish Dugal,5853403922,JAI,2022-10-03,FS7073319876,VEH00683,,4.6,979,0,Verified,31.0,84.9,9.4
DRV00684,Luke Sahni,3977403422,MUM,2022-09-27,XW3289078919,VEH00684,,4.28,229,1,Verified,41.5,82.4,9.3
DRV00685,Urvashi Khalsa,7929870525,JAI,2024-05-14,UB4827813432,VEH00685,,4.49,1955,1,Verified,50.8,96.9,3.5
DRV00686,Vihaan Puri,7740809064,MUM,2021-06-03,FB9416463330,VEH00686,,4.49,1034,1,Verified,66.7,86.9,4.5
DRV00687,Charles Banerjee,2224472410,LKO,2024-03-03,OU3098529789,VEH00687,,4.23,430,1,,39.5,95.3,3.5
DRV00688,Ubika Chopra,6320805746,MUM,2022-10-25,YA6455124085,VEH00688,,4.1,611,1,Verified,32.3,85.4,2.7
DRV00689,Omaja Dewan,6520207471,HYD,2021-04-23,AH8716397648,VEH00689,,4.07,791,1,Verified,31.3,95.2,12.1
DRV00690,Pushti Dada,0568208082,BLR,2025-03-31,PV2763505476,VEH00690,USR002789,4.05,875,1,Verified,57.0,85.4,1.9
DRV00691,Yachana Vohra,4436186953,CHN,2021-12-02,MM2394649059,VEH00691,,5.0,1248,1,Verified,50.3,93.7,4.5
DRV00692,Atharv Biswas,3435293028,MUM,2022-03-27,MS1758058290,VEH00692,,4.28,434,1,Verified,51.9,77.7,4.1
DRV00693,Fitan Palla,3359410148,LKO,2024-01-27,GV0078392515,VEH00693,,4.28,1265,1,Verified,61.7,70.0,14.2
DRV00694,Jason Mangal,3326145430,JAI,2024-06-01,UB7501227190,VEH00694,USR000946,4.75,795,1,Verified,18.0,72.5,6.1
DRV00695,Leela Bhatia,9071881032,PUNE,2021-04-21,EY8262636708,VEH00695,,3.68,502,1,Verified,46.1,77.2,12.2
DRV00696,Avi Khare,3668109522,PUNE,2024-07-13,NX2355623452,VEH00696,,4.01,697,0,Verified,80.0,74.5,0.1
DRV00697,Chandran Gulati,1585842033,DEL,2026-06-15,KE7351243185,VEH00697,,4.38,760,1,Pending,40.6,92.3,12.7
DRV00698,Matthew Amble,4595189072,MUM,2022-10-18,IX0785073222,VEH00698,,4.97,1704,1,Pending,20.8,93.9,5.8
DRV00699,Ekiya Narasimhan,2084959970,KOL,2021-09-28,SY9259424377,VEH00699,,4.25,677,1,Verified,68.1,97.1,7.9
DRV00700,Widisha Ahluwalia,4944885623,CHN,2024-10-19,IL7104473478,VEH00700,,4.23,987,1,Verified,56.2,83.9,14.3
DRV00701,Fariq Walia,9489695289,HYD,2023-04-29,NG0943617076,VEH00701,,4.0,1283,1,Verified,65.1,77.8,3.2
DRV00702,Urvi Samra,3019001847,MUM,2021-03-06,SI9084721772,VEH00702,,4.05,465,1,Verified,42.0,75.6,6.4
DRV00703,Eta Rastogi,0077200449,DEL,2021-03-28,QF6499711328,VEH00703,,4.03,290,1,Verified,32.2,85.5,0.2
DRV00704,Harsh Bajwa,9890572179,JAI,2023-06-26,YV4473943641,VEH00704,,4.39,367,1,Pending,67.4,94.1,4.7
DRV00705,Chandani Toor,8795660664,KOL,2025-01-01,EW1894561206,VEH00705,,4.93,509,1,Rejected,47.9,93.2,2.4
DRV00706,Ishita Nagarajan,8483852045,AMD,2024-04-03,UP6620450682,VEH00706,,5.0,329,1,Verified,34.2,86.0,5.3
DRV00707,Mekhala Sathe,4813546935,MUM,2022-10-04,XD9741390412,VEH00707,,4.19,430,1,Verified,51.8,91.6,10.7
DRV00708,Lohit Mander,7819754373,MUM,2021-06-02,DF4741853673,VEH00708,USR000779,4.04,911,1,Verified,48.3,97.0,6.7
DRV00709,Jhalak Dora,5627749148,BLR,2020-12-05,KP3381584588,VEH00709,,4.27,701,0,Rejected,33.8,88.8,12.5
DRV00710,Inaya Vyas,0644366159,MUM,2022-12-02,JP8414374468,VEH00710,,3.93,694,0,Verified,41.6,80.5,14.8
DRV00711,Harrison Nagi,1872843430,PUNE,2024-06-29,UN6345245495,VEH00711,,4.08,1296,1,Verified,31.9,96.8,14.0
DRV00712,Daniel Patil,7327623155,PUNE,2024-07-10,CO7778263091,VEH00712,,3.81,130,1,Pending,39.1,72.3,2.4
DRV00713,Yashawini Parikh,3793114718,BLR,2023-08-13,PX2845679953,VEH00713,,4.86,400,1,Verified,33.2,97.0,2.9
DRV00714,Libni Thakkar,1958764926,HYD,2024-09-21,TR4074213575,VEH00714,,3.88,746,1,Pending,48.4,96.0,2.5
DRV00715,Gunbir De,4300390470,DEL,2020-12-25,ED6988320351,VEH00715,,4.52,1502,0,Verified,64.7,97.8,11.6
DRV00716,Krishna Dash,4943862419,AMD,2025-05-01,XX2085774078,VEH00716,,5.0,60,1,Verified,41.1,72.4,6.1
DRV00717,Balendra Hora,1985776360,KOL,2021-09-26,FY8463613532,VEH00717,,5.0,306,1,Pending,45.5,72.6,0.7
DRV00718,Ojas Tank,4277258811,DEL,2021-09-28,IA0478554442,VEH00718,,4.16,957,1,Verified,51.7,86.5,2.4
DRV00719,Abha Andra,6789008662,PUNE,2021-01-21,VU8187896602,VEH00719,,4.16,428,0,Verified,24.9,85.2,14.6
DRV00720,Gagan Puri,0330214870,KOL,2021-08-25,OL3053566147,VEH00720,,4.26,324,0,Verified,49.8,77.4,13.5
DRV00721,Osha Seshadri,4104649436,JAI,2023-12-18,LA7178507306,VEH00721,,4.55,817,1,Verified,37.0,90.7,7.8
DRV00722,Banjeet Varty,0384910225,AMD,2021-11-22,SE1832507198,VEH00722,,4.8,317,0,Verified,65.9,95.7,7.7
DRV00723,Harinakshi Balasubramanian,5878766901,PUNE,2021-03-07,GJ4708018752,VEH00723,,4.66,482,0,Verified,51.7,87.0,3.4
DRV00724,Lakshit Saha,7114990120,DEL,2026-03-10,UP2323336395,VEH00724,,4.75,1336,1,Verified,65.7,92.5,5.5
DRV00725,Bhavya Narula,8396838252,HYD,2026-01-04,IR7623328621,VEH00725,USR002656,4.31,714,1,Verified,37.2,77.6,6.9
DRV00726,Gautam Dugar,9256333430,PUNE,2020-11-19,AA5783933887,VEH00726,,4.23,495,1,Pending,21.3,74.3,5.1
DRV00727,Shivansh Apte,7491746558,HYD,2020-08-04,NS5140315935,VEH00727,,4.87,520,1,Verified,51.4,93.1,14.9
DRV00728,Dipta Kannan,6898118711,DEL,2023-08-13,DI1269856039,VEH00728,,4.12,443,1,Verified,25.5,92.2,4.9
DRV00729,Amruta Vig,5249447443,LKO,2022-08-26,FU3039406714,VEH00729,,3.9,781,1,Verified,40.1,76.0,6.8
DRV00730,Ira Varma,2749665294,HYD,2021-02-25,VY7066054314,VEH00730,USR001984,4.29,1282,1,Pending,42.6,91.3,6.0
DRV00731,Osha Deo,7208896030,HYD,2022-11-04,PG6866853541,VEH00731,,3.69,580,1,Verified,26.0,97.5,9.2
DRV00732,Harish Rajan,7131696285,CHN,2022-12-14,CO8522658880,VEH00732,,4.25,1304,1,Verified,65.7,84.0,8.7
DRV00733,Fitan Tailor,0333865757,KOL,2020-09-03,UR5369142296,VEH00733,,4.54,1197,1,Verified,68.2,80.4,1.9
DRV00734,Qasim Mand,3377848094,BLR,2023-04-23,QN2714765273,VEH00734,,4.46,1074,1,Verified,37.1,87.1,9.5
DRV00735,Raksha Char,6760748036,CHN,2023-02-10,AF2814013964,VEH00735,,4.02,1006,1,Verified,73.8,70.7,6.6
DRV00736,Bakhshi Sankaran,4893920687,JAI,2021-12-07,ZO8556125672,VEH00736,,4.09,658,1,Verified,59.4,96.7,10.6
DRV00737,Faqid Lalla,3649631885,BLR,2021-04-25,QO0577771065,VEH00737,,4.44,749,1,Verified,40.3,72.5,11.9
DRV00738,Siya Nagar,0544453435,HYD,2022-02-08,PY4136519456,VEH00738,,4.23,667,1,Pending,68.8,74.6,1.7
DRV00739,Yadavi Mander,2391155408,DEL,2025-04-20,OF7580473918,VEH00739,,4.48,709,1,Verified,32.4,79.3,9.3
DRV00740,Nakul Pai,8735985522,CHN,2022-05-19,RO2375336445,VEH00740,,4.58,466,1,Verified,59.9,76.7,9.0
DRV00741,Pavani Chad,2422516809,JAI,2021-09-21,VE5429802332,VEH00741,,4.05,685,1,Verified,46.7,96.8,1.9
DRV00742,Jagdish Edwin,3478564326,PUNE,2026-04-08,XQ9663757972,VEH00742,,4.46,592,1,Verified,40.9,94.3,7.7
DRV00743,Sneha Sachdev,1969640295,LKO,2024-09-12,NP9621208307,VEH00743,,4.85,2016,1,Verified,59.8,90.6,10.0
DRV00744,Krisha Ganesh,6393240754,PUNE,2026-04-16,VZ4080948980,VEH00744,,4.57,344,1,Verified,41.0,88.0,4.9
DRV00745,Pooja Swaminathan,9599571947,AMD,2022-10-18,SL0378752813,VEH00745,USR002796,4.06,955,1,Verified,23.4,96.5,10.8
DRV00746,Fitan Handa,4447674597,BLR,2025-08-20,QF0406049574,VEH00746,,4.26,729,1,Verified,80.0,72.0,6.3
DRV00747,Mugdha Sabharwal,3343864699,HYD,2026-07-02,II3382864831,VEH00747,,5.0,723,1,Pending,53.5,80.9,13.3
DRV00748,Arin Basu,1544741968,PUNE,2024-09-04,QW5037059909,VEH00748,,4.35,250,1,Verified,37.5,96.5,12.1
DRV00749,William Brahmbhatt,8981433540,HYD,2023-05-26,EA6354187644,VEH00749,,4.83,1273,0,Pending,46.5,97.1,1.7
DRV00750,Sai Palla,3144702283,MUM,2025-09-06,ND5630999893,VEH00750,,4.02,658,1,Verified,51.4,76.5,10.5
DRV00751,Ishani Majumdar,5405408755,KOL,2023-12-11,JL7649348544,VEH00751,,4.05,566,1,Verified,48.8,75.1,12.9
DRV00752,Hemani Bains,9636713170,BLR,2024-10-31,AL5474443665,VEH00752,,4.27,388,1,Verified,24.0,84.2,12.3
DRV00753,Zilmil Nadkarni,6759106783,HYD,2023-03-16,LT6849275810,VEH00753,,4.61,492,1,Verified,39.4,96.7,4.8
DRV00754,Arin Batta,7235304251,CHN,2023-04-14,HV9756236403,VEH00754,,4.19,259,1,Verified,38.9,79.5,6.8
DRV00755,Vidhi Saxena,5762726905,LKO,2020-12-04,WG2875958286,VEH00755,,5.0,492,1,,29.4,80.8,1.4
DRV00756,Pushti Lal,9354086506,JAI,2023-06-21,XA1047299777,VEH00756,,4.23,1100,0,Verified,57.9,90.4,12.2
DRV00757,Praneel Yohannan,9376207897,HYD,2020-06-17,HU0086263729,VEH00757,,4.16,187,1,Pending,41.8,89.4,7.2
DRV00758,Chatura Shere,0804085604,HYD,2020-08-19,UO9288717913,VEH00758,,4.76,894,0,Verified,38.2,96.4,12.6
DRV00759,Samar Narain,1146242805,AMD,2024-03-05,CF0769041838,VEH00759,,3.98,286,0,Verified,54.4,77.4,7.0
DRV00760,Jagat Gokhale,4170888423,CHN,2024-02-25,CH4434623402,VEH00760,,4.52,1269,0,Verified,48.8,80.0,14.3
DRV00761,Jhalak Kant,7977186861,LKO,2021-01-01,IJ1512018738,VEH00761,,4.48,78,1,Verified,58.4,90.9,13.9
DRV00762,Rachit Sarraf,4306150584,PUNE,2026-01-16,NM8982493526,VEH00762,,4.47,510,1,Pending,66.8,97.4,11.3
DRV00763,Max Saini,4618346779,DEL,2022-02-21,RR9625518268,VEH00763,,4.24,770,1,Verified,24.9,78.8,8.4
DRV00764,Ijaya Sami,5353399824,MUM,2025-09-18,FI5005815088,VEH00764,USR001276,4.77,1586,0,Verified,41.0,72.5,12.2
DRV00765,Devansh Narain,4891079908,AMD,2023-01-04,BW1682323539,VEH00765,,4.03,803,1,Verified,27.8,76.5,10.3
DRV00766,Dalaja Divan,5505669563,DEL,2022-07-30,JG0985434686,VEH00766,,4.33,752,1,Verified,48.1,96.4,9.2
DRV00767,Watika Warrior,6319372712,CHN,2026-01-14,YZ6065187574,VEH00767,,4.07,725,1,Verified,26.8,84.5,5.2
DRV00768,Jeremiah Doshi,9491943733,DEL,2022-11-23,XS8896769195,VEH00768,USR002967,4.05,50,1,Verified,25.3,90.6,3.4
DRV00769,Hemangini Sunder,0132928446,HYD,2022-06-24,HK2487958935,VEH00769,,4.49,508,1,Verified,22.0,70.9,9.9
DRV00770,Advika Tata,8986811440,BLR,2021-02-10,HD9136783485,VEH00770,,3.98,313,1,Verified,38.0,88.9,0.2
DRV00771,Harish Raman,1825098156,CHN,2024-11-11,EY1944832568,VEH00771,,4.24,821,1,Verified,24.6,82.8,4.6
DRV00772,Chatura Bhardwaj,2151796879,MUM,2023-09-16,PU5121683883,VEH00772,,3.87,430,0,Verified,60.9,75.4,4.1
DRV00773,Bhavani Bera,1892742694,HYD,2025-08-05,TO0026590970,VEH00773,,5.0,151,0,Verified,17.9,73.8,8.2
DRV00774,Nirja Narula,2233189105,PUNE,2025-10-04,LF9855245786,VEH00774,,4.4,946,1,Verified,49.6,80.6,0.8
DRV00775,Vincent Mandal,5157916115,KOL,2025-04-27,RO1399459565,VEH00775,,4.31,913,1,Verified,33.0,91.9,8.2
DRV00776,Damini Varkey,3089747667,PUNE,2025-10-06,PD9204911508,VEH00776,,4.49,1431,1,Verified,56.6,81.0,4.5
DRV00777,Eshana Thaker,7693931990,PUNE,2020-12-27,VS8220491671,VEH00777,,4.62,1084,0,Verified,30.2,96.7,9.9
DRV00778,Nitesh Shan,3772287632,DEL,2021-11-11,RY8641228289,VEH00778,,4.48,521,0,Verified,40.0,79.0,14.0
DRV00779,Sanya Lad,1764442372,PUNE,2025-04-27,ZM1229264434,VEH00779,,4.27,2107,1,Verified,75.0,98.1,0.0
DRV00780,Neel Badami,9566275979,DEL,2020-10-09,BP8045717618,VEH00780,,4.58,1115,1,Verified,5.6,76.4,0.6
DRV00781,Qasim Venkataraman,2962659620,MUM,2023-12-17,TK9496423466,VEH00781,,4.41,477,1,Verified,54.2,78.2,2.5
DRV00782,Upadhriti Sen,3815221476,BLR,2024-10-02,YH4953491950,VEH00782,,4.85,321,1,Verified,25.7,85.8,12.2
DRV00783,Zehaan Grover,4657627246,HYD,2025-07-21,YR6642243407,VEH00783,,4.0,243,1,Verified,34.8,94.4,6.9
DRV00784,Keya Goel,2161121313,KOL,2025-09-19,JM3295419643,VEH00784,,4.09,901,1,Verified,20.1,84.9,11.1
DRV00785,Fitan Chana,9674419626,KOL,2022-09-05,CD3472127563,VEH00785,,3.87,273,1,Verified,38.5,74.1,1.0
DRV00786,Ganga Tella,2149896477,MUM,2026-03-03,YS8299159892,VEH00786,,4.66,579,1,Verified,42.5,70.1,8.3
DRV00787,Lakshit Gala,7193289759,BLR,2024-01-07,SH6758518065,VEH00787,,4.02,233,1,Verified,41.6,91.0,0.6
DRV00788,Bahadurjit Karan,6301068385,KOL,2021-01-17,QD4025502702,VEH00788,,5.0,345,1,Verified,16.0,73.7,6.0
DRV00789,Dhriti Balan,2590073971,LKO,2020-11-09,SW9396017116,VEH00789,USR001042,4.53,646,1,Verified,60.7,74.5,4.3
DRV00790,Yasti Grover,8317581741,CHN,2024-07-08,CW6378773645,VEH00790,,4.76,531,1,Verified,30.1,77.6,6.0
DRV00791,Triya Dube,0785974487,HYD,2020-07-22,VX4924605479,VEH00791,,4.12,768,1,Verified,41.6,95.6,12.4
DRV00792,Bhavini Naidu,0892548138,HYD,2020-12-31,TP6368248682,VEH00792,,4.07,324,1,Verified,32.0,77.8,10.8
DRV00793,Ansh Dora,2133327268,CHN,2026-01-27,TE3763967571,VEH00793,,4.24,509,1,Verified,39.6,82.6,6.4
DRV00794,Omaja Chandran,0205330861,JAI,2024-03-09,SH2085006729,VEH00794,,4.91,606,1,Pending,51.2,90.0,11.3
DRV00795,Ishita Lad,1528838008,PUNE,2021-12-22,EP0112791530,VEH00795,,3.77,1439,1,Pending,42.3,83.8,2.6
